,Review
20,edit hr lbh stlh coba holy grail mulai ada bau asam dan muka jd bruntusan parah pdhal seblmnya sdh halus stlh pakai sulwha mencoba tanya via cs toped tp muterrr aja smp lelah sorry somethinc sy ga berniat minta ganti rugi atau apa tp feedback kalian spt ini jujur sy kecewa tetap sy repurchase serum lainnya tp bukan holygrail salmon dna krim sos bakuchiol blm tau di antara itu yg trigger yg mana anggep buang sial deh first time nyoba moga cocok ama bundling ini
21,kok warnanya beda dengan biasanya ya biasanya agak kuning
22,gratisan mini serum tidak dikirimkan
23,packing
24,eyeshadow nya bagus sayangnya waktu diterima shade pecah
25,tolong dong ini official store kok bisa pipetnya gabisanyedot mana beling masa harus saya pecahin dulu gimana nih isinya juga lumayan astagaaa tolong dong
26,ga kekirim tiba selesai aja gatau dimana paketnya trus ga ada follow up bingunggg deh
27,kecewa serum bha colicylic acid tumpah udah gitu saya lupa buat ngerekam
28,bener kecewa beli apa yang dikirim apa alhasil gak kepake dong sumpah baru kali ini beli di toko official resmi tp salah tolong karyawannya di training yang betull lagi bener kecewa mau balikin ya berat di ongkir dong say mikir pakek otak jangan dengkul
29,eyelinernya kering padahal aplikator nya udh keren banget kecil sayang saya  bisa uplod video nya
30,dijanjiin hari sampe  ternyata jadi hari padahal aku mau kasih barang itu ke orang lain dan kalau sesuai jadwal dia masih bisa bawa barangnya mau dibalikin gabisa katanya mau follow up dulu  gak difollow up sekarang aku tanyain katanya udh gabisa dibalikin kecewa parah sih gak kepake juga kan jadinya kalo bisa kasih rating aku kasih deh
31,oily banget parah agak kurang nyaman kalo dipake dan baunya nyengat banget menurut aku ini ga cocok dipake buat kalian yang lagi cari sunscreen buat direapply waktu lagi kegiatan diluar rumah
32,kemasan serumnya botol kaca tapi sangat fragile kemasan sebelumnya tidak se fragile ini saya pernah beli produk serum somethinc sebelumnya jatuh juga tapi tidak pecah ini saya baru beli jatuh dari tempat rendah langsung pecah seperti ini kecewa
33,penjual lamaaaa
34,penjual lamaaaaa
35,sayng skali dg produk sebagus itu tapi admin tokonya lelet parahhh sekelas official store duhhh baru kali ini nemu admin official store yg leletnya kebangetan somethinc tolong ditingkatkan
36,barang tidak diterima komplain ke penjual di respond suruh hubungi kurirnya sendiri status barang sdh sampai tp barang belum saya terima komplain diinvestigasi hari kerja refund uang hari kerja ini sudah lewat hari kerja masalah belum kelar kapok dah beli toko official malah kaleng kualitasnya
37,hati hati jebakan batman
38,barang tidak diterima sama sekali
39,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karna pengiriman dipindahtangankan sama kurir pertama kecewa saya pdhal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya trimakasih
40,engga cocok mukaku tambah jerawat parah
41,hadiahnya bohongan
42,bohong
43,bruntusan
44,zzz
45,maaf terlalu berminyak dan berat di wajah
46,perusahaan besar lelet ngirimnya suffering from success ya
47,kurang efektif
48,jujur sedih bgt pas barangnya sampe tapi kemasannya tidak menutup rapat sehingga cairannya keluar sedikit
49,seperti biasa produk yg viral tidak sesuai ekspektasi produk bikin breakout dan jerawat merah padahal sebelumnya pipi sama sekali ga pernah berjerawat untung sy langsung beri obat totol jerawat paling parah respon admin pun bertele tele jawaban yg diberikan pun otomatis seperti bot
50,iyah saya tau toko official tapi dalam pengiriman barang mengapa harus lambat perlu ditingkatkan lah respon pengiriman sekelas toko oficial
51,kalo isinya cuma harusnya botolnya bisa di adjust sesuaikan dg isi atau sebaliknya feedback aja dear
52,diprosesnya lama tp giliran minta cancel malah lgsg dkirim
53,bikin jerawataaan muka jdi gk jelas pdhl klo pakek serum somethinc yg lain gk ada msalah
54,ini packingnya gmn yaa tutup kemasannya kebuka tuh jadi tumpah semua ada penggantian gak ya ini
55,selalu lama kirimnya padahal sudah repeat order berkali kali
56,nyesss banget isinya cuma setengah padahal klo emang cocok bakal repeat order tp ternyata amat sangat mengecewakan
57,lama proses dan kirimnya
58,pesen banyak pas sampe yg dark spot reducer emg ke segel di bawa terbang travelling pas di liat bocor setelah di check ternyata pump nya defect saran admin ya malah disuruh pindahin ke share in jar sama malah nuduh naro barang nya ga safety jelas jelas naro di koper dan di skin care pouch in conclusion admin cuma nawarin ganti pump dan ga mau retur full saran aja kalau beli di official store di videoin sampe nyobain ke productnya unboxing aja belum cukup karena ternyata defectnya di pump sekelas somethinc masih cheapskate bgt sama konsumen repurchase again no
59,tidak original
60,pengiriman lama
61,gak dapet spatulanya pdahl beli
62,kata free gift kok ga ada pengiriman nya juga lama
63,produk tp beda isi cairannya cs ditanya ga membantu bertele tele
64,kecewa karena isi tidak full seperti saya beli di tempat lain
65,terpaksa kasi penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli
66,serasa ditipu dengan penjelasannya
67,tutupnya pecah
68,pengiriman sangat lambat saya pakai sameday di kirim hri kemudian
69,kok malah jerawatan
70,serum multibiome nya jamuran padahal jarang dipake dan selalu sebelahan sama serum  bakuchiol tapi cuma si multibiome aja yg jamuran uda whatsapp customer service untuk mastiin ini masih aman gak untuk dipake tapi ga ada jawaban tapi agak serem juga kalo luarnya jamuran ga berani coba isi serumnya serum retinol dan serum  bakuchiolnya oke sih jadi jatohnya beli cuma yg kepake
71,gak ada efek hanya keramik pijat nya saja yg buat sensasi rasa dingin
72,pesan untuk kado sudah tulis ucapan di note tapi barang dikirim tanpa ucapan dan saya sbg pengirim tidak diberi info bahwa pesan tidak dituliskan payah
73,gak ada tuh dapet emas nya boong
74,pengiriman nya lama
75,pengiriman lama sekali hr baru sampe padahal saya pakai ongkir
76,pengiriman lama beli tgl okt jam pagi masa gak diproses sampe tgl malem dan baru dikirim tgl okt itu pun setelah sy tegor berkalikali dan minta cancel baru dikirim tgl barang sampe tgl okt kapokkk beli disini kapok bgt
77,dikasinya bukan glow maker tapi supple power dah gt ga dapet pouch ga direkam karena ga nyangka sekelas somethinc bs salah kirim
78,kecewa sama pengiriman yang sangat lama hari klw utk produk nya saya suka dr dlu pake somethinc lebih cepat proses pengiriman dr toko sebelah brg diterima melewati estimasi waktu order tgl diterima tgl
79,selalu deh cleansing balm nya meleleh kaya kena panas
80,pesan barang paket lengkap yg dtg hanya paket
81,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online gak tahu real or chat bot bikin insecure
82,lemot responnya
83,wtf pas buka tutupnya ternyata yg keputer malah ke tempat moisturizernya langsung tumpah setengah
84,isi tidak sesuai
85,kecewa bgt padahal beli pake voucher pas barang sampe ternyata vouchernya ga ke apply padahal jelas bgt kemarin vouchernya kecantol tiba ilang kapok
86,gak habis pikir packaging tube nya gede tapi isinya seiprit kopong ngapain kali bkin produk model tube gede tapi ternyata kopong ribet bgd pakenya hrs diteken cari isinya gak worth it dgn harganya baru kali ini kecewa sama produk skincare
87,padahal udah ngikutin cara pakainya tapi wax nya kurang nempel di bulu ketiak kertasnya pun idem kurang nempel dibandingkan pakai kain wax
88,gak dtg brgnya hilang di kurir
89,ini cream  sebenernya hijau atau pink
90,diterima dalam keadaan bocor sudah  kejadian seperti ini tolong diperiksa itu lini produksinya
91,kirain kalo beli di ofc store nya bakalan aman ternyata tidak jg ya entah apa yg salah tp lipstick yg saya terima dalam kondisi patah dan somplak
92,bocor isinya sudah tidak ml parah sekali bocornya yg refill
93,sticky hard to blend formula doesn  really conceal any darkness for me just looks like an orange layer that sits on top of skin
94,beli moisturizer udah diplastikin dan tumpah tumpah jadi kaya disengaja kirim padahal tau kalau barangnya bocor emang sih ga ada video unboxing karna udah berkali kali beli belum pernah kejadian aneh kaya gini kecewa yaa thank you udah cukup berarti order disini
95,lipstick kering terasa berat saat dipakai
96,kirim dengan kurir rekomendasi tokopedia lama banget sekarang beda dengan si oren dan si yang lebih cepat
97,yg diterima sudah kering banget jadi tidak bisa dipakai ya hp sy sangat jadul jd tidak bisa lampirkan foto bukti di sini cs nya wa ber hari berulang kali sangat ribet merepotkan sy minta penjelasan berulang minta foto minta video pada akhirnya uang sy tidak pernah dikembalikan tidak baik ya dagang cara begitu padahal produknya benar kering kerontang tak bisa di blend krn titik ujung sticknya langsung nempel melekat kering di bawah mata rese bener dealing with such assholes
98,kemasan nya bocor dibawah bedak nya keluar keluar saya minta return kalau memang mau bertanggung jawab
99,scam isinya sunscreen semua pdhl deskripsinya basic skincare wkaoakaowowoowakak
100,dipakai pagi hari malam pakai cream malam belum sebulan kulit kasar terkelupas dan perih baru ini saya beli cream wajah kulit jadi malah bermasalah
101,saya pakai belum sebulan untuk malam dan pagi pakai cream pagi kulit jadi kasar terkelupas dan perih gak tahu yg menyebabkan cream pagi atau cream malam hati kalau beli coba di tangan dulu jangan langsung ke wajah
102,isi seuprit ngeliat diskon dari rb bikin tertarik tp zonkk
103,nilai sendiri
104,udah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yg dikirim hanya serum bonus nggak dikirim dgn alasan karena dilayani tokopedia pdhl itu otomatis  bisa pilih and trus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo nggak bisa dikirim semoga bisa
105,kayanya udh tau bocor tetap dikirim karena diplastikin
106,baru sehari pake udah patah
107,kemasan tidak aman semua produk kekuar dr packagingnya mau retur ribet bgt syaratnya knp gak langsung kirim baru aja sih nunggunya lama bgt udah jelas barang rusak emang mau di repacking lg gitu kalo di retur
108,ditulisan dikasih give nyatanya ngak ada nyesel mending beli yang  aja
109,ini kepencet saya puas kok dengan produknya
110,ini pertama kali sih biasanya aku selalu star udh langganan juga anehnya skrg produk dateng dengan keadaan penyok kak lumerrr terus ga dikasih bonus lg maaf yah cuman review apa adanya aja tanpa niat buruk apapun
111,niatnya saya beli ini satu tp kepencer sm hyaluronic serum satu begitu sy sadar sy minta tolong sm admin niacinamide yg satunya diganti hyaluronic serum saja jd hyaluronic serumnya niacinamidenya satu kebetulan harganya sama mengingat sy baru pertama kali mencoba niacinamide jd takut ga cocok tp sy sangat kecewa masa cm tukar barang dgn harga yg sama tdk bisa padahal status lbarang baru diproses keterlaluan sekali dan ga punya hati ironisnya penjual kaya ga melindungi konsumen sdh jelas sy bilang baru mau coba niacinamide masa sampai beli botol ukuran besar hrsnya malah menyarankan coba dulu barangkali ga cocok dgn kulitnya dong
112,teroksidasi
113,kurir tidak profesional tidak bekerja sesuai sop sebagai kurir ekspedisi nelpon saya malah ngatain saya dll
114,rir tidak profesional tidak bekerja sesuai sop sebagai kurir ekspedisi nelpon saya malah ngatain saya dll
115,sudah nungguin lama endingnya refund saya mau barang saya yg sampe karena emng lagi butuh barangnya kecewa
116,kemasan bocor isinya keluar semua
117,ternyata judul barang dan pilihan warna gak sesuai menipu pembeli dgn memberikan pilihan warna tp taunya udah ditetapin di judul produk
118,pecah dijalan
119,barang tumpah pdhl kemasan rapih ada bubble rapping terlihat dr luar rapih smpe saya tdk unboxing dikarenakan sudah sering beli rapih bersegel kmrn beli tanpa segel penjual kekeuh barangnya tdk masalah masa iya karena rb saya komplen ongkir aja hadeuhhh baru kali ini beli bawellllll super duperrrr kecewa bgttt hrsnya ngomg lbih ramah
120,penjual fast response tetapi tidak berpengaruh banyak tertulis resi diganti oleh penjual dan saat mengajukan komplain ke nomor tlp yg di berikan penjual tidak bisa krn no resi beda pengiriman super lambat dan saat dilacak ada beberapa hari barang tidak berpindah tempat tidak ada progress setelah sangaaaaattt lama akhirnya datang juga jauh dr waktu estimasi yg terus berganti mundur  ya ampun yg datang barangnya berbeda bukan yg di pesan semoga ke depannya akan baik
121,barang gak dikirim alasannya rusak tapi seller gak kasih info dibiarkan aja pesanan saya
122,seller utk klik konfirm aja butuh hr proses hr cm pesen barang aja hr prosesnya sampe rumah jd hr  seller lain hr itu ud sampe rumah barangnya bwt hadiah ultah sampe ga keburu lewat tanggalnya
123,ga worth it dngn harganya kecil bgt kl bgs brgnya ntr diganti reviewnya
124,paket tidak terima sama sekali tetapi sudah bilang diterima
125,barang bagus ketika sampai walaupun kotak kerdus palette sudah sobek kecil ya tidak jd masalah warna palette juga cantik yg jadi masalah expired datenya bulan september ya kali tiap hari pake eyeshadow terus sebelum september sdh habis dan biasanya dari tgl produksi th jd klo ini bikin iritasi di mata bagaimana tidak dijelaskan sama sekali klo ini expired datenya sdh dekat sangat kecewa siih krn biasa pakai produk somethinc ternyata msh bisa kena prank sama produk yg expirednya tahun ini
126,tidak sesuai dgn promo katanya bg ternyata hanya bhs promo ketika complain baru dksh tau tdk berlaku kelipatan masak official bahasa promonya spt itu menyesal beli
127,tidak sesuai promo
128,barang tidak saya terima sama sekali
129,penjualnya bagus jeda hari langsung di kirim kurirnya ampas udh mau minggu baru sampe
130,penipu
131,tidak solutif jawaban standar dan tidak memperhatikan prioritas kepada customer existing membuat pingin pindah ke merek lain
132, think the ordinary brand is better
133,lain kali jangan suka bohong ya somethinc malu kan kamu diskusi di ruang tokopedia ketahuan bohongnya orang benar itu berani komplain di tokopedia bukan ngajak personal chat di   kalau sudah tau salah terima kesalahan jangan malah memfitnah orang
134,baru kali ini beli mystery box isinya lebih murah dari harga jualnya merasa dirugikan sih jujur sedih banget kalau setidaknya harganya sama masih oke lah ngerti sih mau untung tapi jangan jadi merugikan juga dong
135,kecewa banget barangnya dateng tanpa diwrap alhasil bocor semua sampe isinya sisa setengah kardusnya basah dan botolnya lengket dari barang nya bocor
136,salah alamt dan tidak bisa diubah alhasil item jadi donasi
137,katanya waterproof kena tissue aja keapus ga pernah cocok sama produknya somethinc facial washnya pun bau minyak tanah
138,yang di tulis di deskripsi cuman serum nya yang mini size sunscreen nya ga di jelasin ukuranya kiraiin memang bakalan dapet size yang besaran ga tau nya pas dateng sunscreen nya mini size juga ya sudah lah dari puluhan products something yang aku udah purchase baru kali ini merasa kena jebakan marketing nya
139,kecewa banget dapatnya tdk sebanding dgn harganya
140,tidak sesuai sama deskripsi karena bilangnya yg mini hanya serum tapi ternyata nya sebesar kelingking saja
141,pengiriman lama trs kurir jntny marah pas pkai si serumny keluar ruam  gatal ku lanjutin muka ku makin menjadi beruntsan  timbul jrwt merah akhirny ngak sampai mnggu aku brhrnti
142,ujungnya kering jadi tidak bisa dipakai sama sekali
143,ga cocok dimuka pdhal byk yg review bagus makany beli tp uda tes bbrp  beneran ga cocok setelah pke bsk nya lgsg muncul jerawat kecil
144,mana barang sy ga ada sy terima nipu apa gmn kalian
145,sehabis pake toner gatal dan makin merah mukanya baru tau kalo ternyata kulit aku sensitif sebelumnya belum pernah skincare yg pake toner dll gini biasanya sabun cucimuka micellar water aja ga pernah kenapa   harus beli buat yg kulit sensitif mulai skrg skincarenya karna ternyata  kurang cocok di kulit sensitif serumnya lengket banget dimuka ga nyaman gitu pakenya apakah pakai serum memang seperti itu hasilnya ya atau itu serumnya jd begitu gara abis pake toner
146,baru dibuka pencetannya udah rusak setelah bulan pemakaian ga ada perubahan sama sekali dan entah kenapa abis pake serum ini muka langsung keliatan kusam
147,beli barang dikirimnya cuman doang jatohnya nipu sih ini udah di chat bilangnya sedang diinvestigasi di tunggu hampir seminggu gaada kabar ya ikhlasin aja hitung sedekah semoga gaada korban lg ya jujur kecewa
148,gacocok mukanya jd beruntusan dan kena air itu kaya yg mengandung silikon gtu
149,bukan karena produk nya tpi pengirimannya lama minggu baru smpai kapok pake kurir anteraja
150,paketnya ilang
151,pengiriman lama bgt dan penjual tidak bertanggung jawab padahal ini pembelian yg kedua kali sangat mengecewakan
152,barang produk tidak diterima
153,bikin milia
154,di pilihan ada gratis sample tp pas di terima ga dapet
155,pas sampe agak miring meaning ada patah pastinya pdhal  expect so much from this launch
156,baru sampe sudah patah sampe ujung gak bisa dipake quality nya jelek konsepnya bagus tp kayanya ga bisa diterapkan buat cuaca indonesia yg panas
157,kurang suka tint product nya kaya lipstick yg arab yg warna ijo
158,pengiriman lama tube juga bocor ternyata official store gak menjamin pengemasan aman nyesel order di toko ini ini utk pertma dan terakhir thank you mau refund males pst lama lg pengiriman gak rekomen
159,barang hilang di pengiriman
160,seller ga responsif pengemasan lama udah sengaja checkout dari jauh hari tapi karna adminnya lelet buat proses tetep aja ga keburu nyampe paketnya kecewa parah kalo mau beli di sini harus ikhlas barangnya dikirim seminggu kemudian
161,order nya salmon tapi yg dikirimin shades watermelon
162,sorry saya edit packaging snan tp setelah saya buka kemasannya isinya seperti di foto kecewa banget psfshsl ini pembelian kedua
163,lipsticknya dtg dlm kondisi rusak patah wlpn tidak menganggu fungsi tp jd ssh pas mau diaplikasi ke bibir krn sdh patah
164,baru dibuka segelnya langsung pecah jadi hampir semua isinya tumpah mungkin kesalahan ada pada saya mungkin saat pengemasan atau mungkin pengiriman entahlah karna sebelum segel dibuka produk terlihat aman dan baik baik aja
165,pumpnya rusak jadi saya harus tetes manual
166,sampai skarang belum sampai padahal sudah check out dari tgl
167,saya bingung mau kasih apa sebenarnya mau kaish bintang karna pengirimannya pakai anter aja harus dikomplain dulu baru sampai itu barangnya
168,dipakai hari langsung keluar beruntusan ngga cocok hiks
169,jangan tertipu gbr yg dikirim adalah stok lama dan tidak akan bisa ditukar sebelum membeli sy sdh membaca deskripsi produk dan penjual tdk menyebutkan akan dikirim stok lama hati meskipun official store hiks dpt stok lama
170,ga bermanfaat
171,bilang nya expired yg dateng oktober
172,bonusnya  ada
173,gak pigmented
174,cepet kering
175,produknya bagus asli tapi kerja sama kurirnya sama anteraja lama banget sampenya ke jkt bisa seminggu lebih
176,pumpnya rusak tidak bisa berfungsi begitu ditekan langsung macet pumpnya
177,habis pake gak bisa dibersihin packaging eyeliner kurang bagus tutup nya mudah lepas baru seminggu pake sdh rusak bocor bikin skincare lain jd kena hitam sdh sy buang tdk bisa difoto
178,beli krn bnyk yg review bagus tp di ak malah bikin kulit kering perih gatel
179,brontok diwajah
180,mskipun status on proses ternyata tidak bs di tukar barangnya krn sy salah klik
181,pengiriman agak lama
182,pas paketnya dateng ngga ada sponge kuningnya
183,bagus kok
184,udah gak sabar barang nya dateng eeeh pesen shade coco dikirimin nya charlotte gakbisa dipake bukan shade saya pdhl lumayan bayar produk ongkir hampir rb tp gbs dipake kecewa
185,bikin whitecast dan abu abu  save ur money guys
186,produk tidak bekerja dengan baik plusnya teksturnya aman walaupun di taro di suhu ruang dan beberapa kali kena sinar matahari tapi percuma kalo nanggung buat wax
187,bohong hadiahnya ga ada
188,penipuan bonus jelas saya co jam malam biar msh kedapatan bonus catokan pas sampai gaada bonusnya tb pakai alasan krn yg saya co variannya ga dpt catokan pdhl jelas saya lihat pakai mata sendiri klo di gambar variannya ada gbr free catokan jg cm skrg foto produk dr mereka ud diganti jd versi biasa dan saya ga ada kpikiran ss kmrin ya udah mau gmn intinya marketing palsu dan nipu ngecewain bgt
189,warna moisturizernya kuning seharusnya putih susu tdk ada pertanggung jawaban pdhl untuk wajah
190,info dari oknum kurir sangat meresahkan ya bilang terima dari ybs tapi fotonya malah dinding rumah harusnya lebih telitinya oknum kurirnya makasih
191,hadiahnya bohong
192,tutup botol tidak bisa dipencet nyangkut dan model tutulnya juga beda tidak seperti yg direview di youtube yg model pipet
193,tidak waterproof  eyelid yg berminyak
194,gokil sampenya hari padahal gue di jakarta pusat ribuan kali beli dari shopee juga cepet sampenye ini sampenye ampe hari piknik kemane dulu tuh  padahal mau di pake barangnye
195,produknya biasa saja tapi yg paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal
196,katanya check out jam dapet lm taunya engga boohong banget buat yang mau check out jangan percaya ya
197,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terimakasih alasan saya beli di toko ini adalah karna harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampe rb kecewa udh ganti produk eye care lain makasih saya beli tetapi dibatalkan sama somethinc jahat bgt pesannya pake usaha juga kalau tidak beli eye game changer ini di sini mau beli dmn lagi di stockist harganya beda rb rb makasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bs beli banyak makasih
198,agak ga suka sama teksturny dan baunya ga enak teksturnya kaya teralu padat bgt trs ga ad wangi kopi malah kaya bau basi gitu
199,saya gatau kenapa tpi setelah pakai ini bberapa kali kelopak mataku jdi kering perih dan iritasi lalu merah gasuka bgt sama produknya udh coba bahas sama seller tapi gadapet solusi kecewa
200,deskripsi etalse tidak sesuai dengan barang yg dikirim tertulis dengan serum tapi ketika ditanya hanya untuk event tertentu baiknya diupdate dulu etalase produknya agar tidak ada miskom
201,labelnya rusak barcode rusak sehingga gak tahu sudah exp atau belum ini barang asli atau bukan sih kok semuanya dirusak
202,tekstur kek minyak kelapa sih baunya juga beda banget sama testernya
203,gampang patah baru pakai minggu sudah abis
204,bocor
205,dibilangnya free catokan pas dateng moisturizernya doang jadi bingung ini sebenernya dapat catokan apa hoax
206,suerr lama bgt nyampenya waktunya tgl ini dah lewat dr waktunya haduuh nyesel beli disini mending toko lain deh
207,gk tau gimana ya tp patah isi dalemnya
208,nyesel banget ga videoin karena terlalu percaya sm official shopnya somethinc dan udah bbrp kali beli ga pernah ada masalah ini kok bisanya puffnya hilang gini apa saya yg ketinggalan kalau dijual terpisah bukan refill lho saya belinya beli diofficial shop rasa dapet barang 
209,kalau kosong harusnya confirmasi dulu ngga usah dikirim kan bisa balik uang barang tidak terpakai
210,agak kecewa karena mau tukar produk tapi gk bisa harusnya sih masih bisa walau udah sistem cashles jadi sayang kan gk kepake produknya hmmm
211,gada isinya
212,malah tmbh jerawatan
213,tidak menerima sama sekali barang yang saya order dari somethinc official saya membeli barang tersebut kurang lebih minggu yang lalu
214,free emas tapi gk ad
215,orderan saya sblmnya ada panel akan tetapi yg toner reset tdk ada tp terlanjur di checkout oleh adik saya sdh sy info ke wa cs tp blum ada respon hingga skrg
216,gak lasting minum ilang
217,ga ada efeknya
218,barang yang saya pesan sampai hilang dan respon penjual lama untuk menangani soal ini kecewa sekali
219,dont bother using the same day shipping because seller has no sense of urgency bought the products friday morning asked politely for seller  help to ship within the same day using the chosen same day service ended up receiving the products wednesday the following week bet they re going to use  lame excuse to dodge responsibility now like blaming the courier or over flowed with orders etc
220,tertulis promo free serum uda nanya ga dijawab setelah cekout trs chat lg baru dibilang ga free serum
222,aplikatornya kenapa begini ya tidak bisa dipakai
223,aneh yah yang kali ini beli barang sampai minggu pas baru sampai dari pesan barang padahal bbrp hari sebelumnya mah besokannya juga sampe shade warna sih cocok yah sama orang asia tapi tau deh tahan apa gak dan crack apa gak moga aja gak aneh dan gak napa
224,pilih opsi bundle tapi yg dikirim cuma produk kecewa banget
225,payah ga bs cancel alasannya aneh
226,niat coba retinol dan tidak cocok dikulit saya kak  pemakaian langsung kering mengelupas sampai perih hari ke setelah lepas pemakaian masih perih kayak diguyur air panas tiap pake lotion lama baru kali ini ga cocok sebegininya huhu
227,hati hati kalau mau beli yg dapet free tanyain lagi sama seller bakal dapet atau ngga aku beli disini tertera dapet free produk ternyata ga dapet 
228,ini perasaan gue aja atau yang pouch refill emang seencer itu beneran encer banget dibanding yang pump dan berbau
229,pelayanan pengiriman tidak sesuai dengan jadwal
230,yg dateng doang toner serum sm sabun
231,bingung bgt bukan sekali aja loh beli somethinc smin savior ini formula nya ganti apa gmn sih biasa tuh gada warna bening dan gada bau ini udh putih susu bau chemicals kenceng bgt panas semuka yang ada admin online tp chat ga dibalas cuma template bot aja yg jawab ga menyelesaikan masalah
232,habis make ini muka ku jadi makin jerawatan gede lagi gatau mungkin ga cocok atau gimana
233,tidak recommended untuk kulit berminyak karena memicu jerawat dan bruntusan
234,pengirimannya lama bgt
235,lama nyampe nya packing nya cm pake plastik untung brg nya gpp
236,respon nya kurang bagus
237,salah checkout baru aja  udh gabisa dibatalin
238,sengaja belinya dipisah biar dapat sticker nyatanya sama aja gk dihiraukan catatan saya kecewa sihhh sama somethinc
239,males  beli ini pengen coba sample serumnya  malah gk dpet sample serumnya
240,konsistensinya jadi berminyak setelah di gunakan warnanya kehijauan jadi membuat wajah white cast mudah belepotan di tutupnya terkesan kotor
241,mintak surat msds aja susahnya
242,gak sesuai ekspektasi
243,parah ya padahal official store tp botol pipet cacat kyk gini dikasih ke pembeli baru kali ini beli di somethinc official store dpt botol pipet cacat gini padahal sebelumnya beli gk pernah seperti ini gini kan pipet nya jadi agak susah utk sedot serum nya normal nya kan kalau posisi botol tertutup pipet tidak muncul ke atas gitu dong tolong diperhatikan lagi deh kualitasnya kan ini juga bukan barang murah lho
244,kecewa bngt puff nya rusakkkkkkkk
245,voucher gak masuk kecewa
246,voucher saat diklaim bisa tapi setelah cekout hilang
247,order dari tanggal sampe di tangan tanggal dong ya allah lama bgt
248,barang nyaasar
249,gaada efek
250,pakai baru beberapa minggu ujung busanya jadi bau
251,pusing bgt gw udah habis botol masih aja jerawat munculnya bergantian ni produk aslinya ngaruh  sih
252,barang hilang ntah kemana ush sebulan gk ada info kurir tokped dan seller sama sama tidak bertanggung jawab rugi saya barang gk ada tapi pesanan otomatis paksa selesai
253,ga wort it sama harganya
254,eyelinernya tintanya ok cm tutupnya gk bs rapat hbs  pemakaian sdh kering tinta jadinya gk bs dipake lagi hrs diperbaiki kemasannya supaya long lasting pemakaiannya
255,mohon maaf gratisan anti aging kit serumnya koq gak dikirim ya padahal pengen nyobain kecewa ihhh
