,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
10,suka sama retinolnya somethinc,suka sama retinolnya somethinc,"['suka', 'sama', 'retinolnya', 'somethinc']","['suka', 'sama', 'retinolnya', 'somethinc']","['suka', 'sama', 'retinolnya', 'somethinc']"
11,baguuus warna pas coverage ok,bagus warna pas coverage ok,"['bagus', 'warna', 'pas', 'coverage', 'ok']","['bagus', 'warna', 'pas', 'coverage']","['bagus', 'warna', 'pas', 'coverage']"
12,cocok buatku yg ga pake bedak awalnya emang ada agak abu gt dikulit tp kalo sdh meresap goooodddd,cocok buatku yang enggak pakai bedak awalnya memang ada agak abu begitu dikulit tapi kalo sudah meresap good,"['cocok', 'buatku', 'yang', 'enggak', 'pakai', 'bedak', 'awalnya', 'memang', 'ada', 'agak', 'abu', 'begitu', 'dikulit', 'tapi', 'kalo', 'sudah', 'meresap', 'good']","['cocok', 'buatku', 'enggak', 'pakai', 'bedak', 'awalnya', 'memang', 'abu', 'dikulit', 'kalo', 'meresap', 'good']","['cocok', 'buat', 'enggak', 'pakai', 'bedak', 'awal', 'memang', 'abu', 'kulit', 'kalo', 'resap', 'good']"
13,diamond nak bgt dipake lemonade ku baru mau coba smga cocok,diamond enak banget dipakai lemonade ku baru mau coba semoga cocok,"['diamond', 'enak', 'banget', 'dipakai', 'lemonade', 'ku', 'baru', 'mau', 'coba', 'semoga', 'cocok']","['diamond', 'enak', 'banget', 'dipakai', 'lemonade', 'ku', 'baru', 'mau', 'coba', 'semoga', 'cocok']","['diamond', 'enak', 'banget', 'pakai', 'lemonade', 'ku', 'baru', 'mau', 'coba', 'moga', 'cocok']"
14,enak banget aplikatornyaaa,enak banget aplikatornya,"['enak', 'banget', 'aplikatornya']","['enak', 'banget', 'aplikatornya']","['enak', 'banget', 'aplikatornya']"
15,fast response on time delivery,fast response on time delivery,"['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']"
16,baru sekali ini mau coba semoga cocok tqpi klo serum lainnya udah kesekian kali pake dan cocok cocok aja di kulit,baru sekali ini mau coba semoga cocok tqpi kalo serum lainnya sudah kesekian kali pakai dan cocok cocok saja di kulit,"['baru', 'sekali', 'ini', 'mau', 'coba', 'semoga', 'cocok', 'tqpi', 'kalo', 'serum', 'lainnya', 'sudah', 'kesekian', 'kali', 'pakai', 'dan', 'cocok', 'cocok', 'saja', 'di', 'kulit']","['baru', 'sekali', 'mau', 'coba', 'semoga', 'cocok', 'tqpi', 'kalo', 'serum', 'lainnya', 'kesekian', 'kali', 'pakai', 'cocok', 'cocok', 'kulit']","['baru', 'sekali', 'mau', 'coba', 'moga', 'cocok', 'tqpi', 'kalo', 'serum', 'lain', 'sekian', 'kali', 'pakai', 'cocok', 'cocok', 'kulit']"
17,ini pembelian ke dua serum diamond ini sejauh ini cocok di kulit belum ada perubahan yang signifikan tapi karena di kulit enak jadi beli lagi,ini pembelian ke dua serum diamond ini sejauh ini cocok di kulit belum ada perubahan yang signifikan tapi karena di kulit enak jadi beli lagi,"['ini', 'pembelian', 'ke', 'dua', 'serum', 'diamond', 'ini', 'sejauh', 'ini', 'cocok', 'di', 'kulit', 'belum', 'ada', 'perubahan', 'yang', 'signifikan', 'tapi', 'karena', 'di', 'kulit', 'enak', 'jadi', 'beli', 'lagi']","['pembelian', 'serum', 'diamond', 'sejauh', 'cocok', 'kulit', 'perubahan', 'signifikan', 'kulit', 'enak', 'jadi', 'beli']","['beli', 'serum', 'diamond', 'jauh', 'cocok', 'kulit', 'ubah', 'signifikan', 'kulit', 'enak', 'jadi', 'beli']"
18,cocok pake pelembab ini selalu dipake siang dan malem lebih suka packaging yang ml karena bisa ke kontrol pemakaiannya dan gak kebanyakan nempel ke muka,cocok pakai pelembab ini selalu dipakai siang dan malam lebih suka packaging yang ml karena bisa ke kontrol pemakaiannya dan enggak kebanyakan menempel ke muka,"['cocok', 'pakai', 'pelembab', 'ini', 'selalu', 'dipakai', 'siang', 'dan', 'malam', 'lebih', 'suka', 'packaging', 'yang', 'ml', 'karena', 'bisa', 'ke', 'kontrol', 'pemakaiannya', 'dan', 'enggak', 'kebanyakan', 'menempel', 'ke', 'muka']","['cocok', 'pakai', 'pelembab', 'selalu', 'dipakai', 'siang', 'malam', 'lebih', 'suka', 'packaging', 'ml', 'kontrol', 'pemakaiannya', 'enggak', 'kebanyakan', 'menempel', 'muka']","['cocok', 'pakai', 'pelembab', 'selalu', 'pakai', 'siang', 'malam', 'lebih', 'suka', 'packaging', 'ml', 'kontrol', 'pakai', 'enggak', 'banyak', 'tempel', 'muka']"
19,baru nyoba sekali ini semoga cocok tapi klo produk skin care lainnya udah bbrp kali coba dan cocok di kulit,baru mencoba sekali ini semoga cocok tapi kalo produk skin care lainnya sudah beberapa kali coba dan cocok di kulit,"['baru', 'mencoba', 'sekali', 'ini', 'semoga', 'cocok', 'tapi', 'kalo', 'produk', 'skin', 'care', 'lainnya', 'sudah', 'beberapa', 'kali', 'coba', 'dan', 'cocok', 'di', 'kulit']","['baru', 'mencoba', 'sekali', 'semoga', 'cocok', 'kalo', 'produk', 'skin', 'care', 'lainnya', 'beberapa', 'kali', 'coba', 'cocok', 'kulit']","['baru', 'coba', 'sekali', 'moga', 'cocok', 'kalo', 'produk', 'skin', 'care', 'lain', 'beberapa', 'kali', 'coba', 'cocok', 'kulit']"
20,bagus bikin bulu mata lentik dan awet,bagus bikin bulu mata lentik dan awet,"['bagus', 'bikin', 'bulu', 'mata', 'lentik', 'dan', 'awet']","['bagus', 'bikin', 'bulu', 'mata', 'lentik', 'awet']","['bagus', 'bikin', 'bulu', 'mata', 'lentik', 'awet']"
21,first nyoba moist ini semoga cocok makasih min dikasih bonus lucuu sukses selalu,first mencoba moist ini semoga cocok terima kasih min dikasih bonus lucu sukses selalu,"['first', 'mencoba', 'moist', 'ini', 'semoga', 'cocok', 'terima', 'kasih', 'min', 'dikasih', 'bonus', 'lucu', 'sukses', 'selalu']","['first', 'mencoba', 'moist', 'semoga', 'cocok', 'terima', 'kasih', 'min', 'dikasih', 'bonus', 'lucu', 'sukses', 'selalu']","['first', 'coba', 'moist', 'moga', 'cocok', 'terima', 'kasih', 'min', 'kasih', 'bonus', 'lucu', 'sukses', 'selalu']"
22,best matte lipstick repeat order kesekian kalinya tak terhitung lipstick favourite,best matte lipstick repeat order kesekian kalinya tak terhitung lipstick favourite,"['best', 'matte', 'lipstick', 'repeat', 'order', 'kesekian', 'kalinya', 'tak', 'terhitung', 'lipstick', 'favourite']","['best', 'matte', 'lipstick', 'repeat', 'order', 'kesekian', 'kalinya', 'tak', 'terhitung', 'lipstick', 'favourite']","['best', 'matte', 'lipstick', 'repeat', 'order', 'sekian', 'kali', 'tak', 'hitung', 'lipstick', 'favourite']"
23,tipe kulitku normal masalah kulitku kerutan,tipe kulitku normal masalah kulitku kerutan,"['tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulit', 'normal', 'masalah', 'kulit', 'kerut']"
24,alhamdulillah dapet diskonan terima kasih kak,alhamdulillah dapat diskonan terima kasih kak,"['alhamdulillah', 'dapat', 'diskonan', 'terima', 'kasih', 'kak']","['alhamdulillah', 'diskonan', 'terima', 'kasih', 'kak']","['alhamdulillah', 'diskon', 'terima', 'kasih', 'kak']"
25,wanginya soft pembelian pertama,wanginya soft pembelian pertama,"['wanginya', 'soft', 'pembelian', 'pertama']","['wanginya', 'soft', 'pembelian', 'pertama']","['wangi', 'soft', 'beli', 'pertama']"
26,agak encer dicoba dulu ya thx,agak encer dicoba dulu ya thanks,"['agak', 'encer', 'dicoba', 'dulu', 'ya', 'thanks']","['encer', 'dicoba', 'dulu', 'thanks']","['encer', 'coba', 'dulu', 'thanks']"
27,tipe kulitku sensitif tipe kulitku kering,tipe kulitku sensitif tipe kulitku kering,"['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kering']"
28,tipe kulitku sensitif,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'sensitif']"
29,tipe kulitku berminyak masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'jerawat']"
30,ori,orisinal,['orisinal'],['orisinal'],['orisinal']
31,paket diterima dg baik dan pengiriman cepat banget packagingnya bagus banget aman jg produk cocok dg kulit istri saya senang banget dia thanks,paket diterima dengan baik dan pengiriman cepat banget packagingnya bagus banget aman juga produk cocok dengan kulit istri saya senang banget dia thanks,"['paket', 'diterima', 'dengan', 'baik', 'dan', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'juga', 'produk', 'cocok', 'dengan', 'kulit', 'istri', 'saya', 'senang', 'banget', 'dia', 'thanks']","['paket', 'diterima', 'baik', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']","['paket', 'terima', 'baik', 'kirim', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']"
32,tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi makasih seller,tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi terima kasih seller,"['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'baik', 'sesuai', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'baik', 'sesuai', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulit', 'minyak', 'kirim', 'cepat', 'produk', 'baik', 'sesuai', 'deskripsi', 'terima', 'kasih', 'seller']"
33,barang sudah sampai dan sesuai semoga cocok di akuu thanks sellerrr tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,barang sudah sampai dan sesuai semoga cocok di aku thanks seller tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'semoga', 'cocok', 'di', 'aku', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['barang', 'sesuai', 'semoga', 'cocok', 'aku', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['barang', 'sesuai', 'moga', 'cocok', 'aku', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar']"
34,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'pori', 'besar', 'masalah', 'kulit', 'kerut']"
35,seneng banget dapet harga promo terus padahal ditulisannya gak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,senang banget dapat harga promo terus padahal ditulisannya enggak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,"['senang', 'banget', 'dapat', 'harga', 'promo', 'terus', 'padahal', 'ditulisannya', 'enggak', 'ada', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'dong', 'huhu', 'thank', 'you', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'terus', 'padahal', 'ditulisannya', 'enggak', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'dong', 'huhu', 'thank', 'you', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'terus', 'padahal', 'tulis', 'enggak', 'bonus', 'gift', 'kasih', 'gift', 'eyelashes', 'curler', 'dong', 'huhu', 'thank', 'you', 'somethinc']"
36,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'sensitif']"
37,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
38,perfect shade,perfect shade,"['perfect', 'shade']","['perfect', 'shade']","['perfect', 'shade']"
39,terbaik favorite,terbaik favorite,"['terbaik', 'favorite']","['terbaik', 'favorite']","['baik', 'favorite']"
40,bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kek bikin bacne mateng dulu gitu abis itu baru ilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kayak bikin bacne mateng dulu begitu habis itu baru hilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,"['bagus', 'banget', 'baru', 'seminggu', 'pakai', 'bacne', 'ku', 'mulai', 'hilang', 'ada', 'purgingnya', 'dia', 'kayak', 'bikin', 'bacne', 'mateng', 'dulu', 'begitu', 'habis', 'itu', 'baru', 'hilang', 'tapi', 'dikit', 'banget', 'isinya', 'baru', 'seminggu', 'habis', 'mungkin', 'karena', 'pakenya', 'terlalu', 'banyak', 'kali', 'ya']","['bagus', 'banget', 'baru', 'seminggu', 'pakai', 'bacne', 'ku', 'mulai', 'hilang', 'purgingnya', 'kayak', 'bikin', 'bacne', 'mateng', 'dulu', 'habis', 'baru', 'hilang', 'dikit', 'banget', 'isinya', 'baru', 'seminggu', 'habis', 'mungkin', 'pakenya', 'terlalu', 'banyak', 'kali']","['bagus', 'banget', 'baru', 'minggu', 'pakai', 'bacne', 'ku', 'mulai', 'hilang', 'purgingnya', 'kayak', 'bikin', 'bacne', 'mateng', 'dulu', 'habis', 'baru', 'hilang', 'dikit', 'banget', 'isi', 'baru', 'minggu', 'habis', 'mungkin', 'pakenya', 'terlalu', 'banyak', 'kali']"
41,nice,nice,['nice'],['nice'],['nice']
42,tipe kulitku kombinasi biasanya beli jar baru baru nyobain ver refilnya aku cocok bgt dulu kulitku pernah kering sampe luka yg jadi hitam ketarik kulitnya pake ini seminggu bener sembuh dan bekasnya pudar,tipe kulitku kombinasi biasanya beli jar baru baru mencoba ver refilnya aku cocok banget dulu kulitku pernah kering sampai luka yang jadi hitam tertarik kulitnya pakai ini seminggu benar sembuh dan bekasnya pudar,"['tipe', 'kulitku', 'kombinasi', 'biasanya', 'beli', 'jar', 'baru', 'baru', 'mencoba', 'ver', 'refilnya', 'aku', 'cocok', 'banget', 'dulu', 'kulitku', 'pernah', 'kering', 'sampai', 'luka', 'yang', 'jadi', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'ini', 'seminggu', 'benar', 'sembuh', 'dan', 'bekasnya', 'pudar']","['tipe', 'kulitku', 'kombinasi', 'biasanya', 'beli', 'jar', 'baru', 'baru', 'mencoba', 'ver', 'refilnya', 'aku', 'cocok', 'banget', 'dulu', 'kulitku', 'pernah', 'kering', 'luka', 'jadi', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'seminggu', 'benar', 'sembuh', 'bekasnya', 'pudar']","['tipe', 'kulit', 'kombinasi', 'biasa', 'beli', 'jar', 'baru', 'baru', 'coba', 'ver', 'refilnya', 'aku', 'cocok', 'banget', 'dulu', 'kulit', 'pernah', 'kering', 'luka', 'jadi', 'hitam', 'tarik', 'kulit', 'pakai', 'minggu', 'benar', 'sembuh', 'bekas', 'pudar']"
43,seneng banget dapet harga rb,senang banget dapat harga ribu,"['senang', 'banget', 'dapat', 'harga', 'ribu']","['senang', 'banget', 'harga', 'ribu']","['senang', 'banget', 'harga', 'ribu']"
44,tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren tq,tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'dengan', 'cleansing', 'dari', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']"
45,tipe kulitku berminyak,tipe kulitku berminyak,"['tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'minyak']"
46,barang sampai dengan selamat tapi udah  beli disini gak pernah dapet bonus jadi yg pada dapet bonus tu bener gak ya,barang sampai dengan selamat tapi sudah  beli disini enggak pernah dapat bonus jadi yang pada dapat bonus itu benar enggak ya,"['barang', 'sampai', 'dengan', 'selamat', 'tapi', 'sudah', 'beli', 'disini', 'enggak', 'pernah', 'dapat', 'bonus', 'jadi', 'yang', 'pada', 'dapat', 'bonus', 'itu', 'benar', 'enggak', 'ya']","['barang', 'selamat', 'beli', 'disini', 'enggak', 'pernah', 'bonus', 'jadi', 'bonus', 'benar', 'enggak']","['barang', 'selamat', 'beli', 'sini', 'enggak', 'pernah', 'bonus', 'jadi', 'bonus', 'benar', 'enggak']"
47,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'normal']"
48,udah cocok bagus di muka ngurangin garis halus  kerut,sudah cocok bagus di muka ngurangin garis halus  kerut,"['sudah', 'cocok', 'bagus', 'di', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']"
49,mantap dpt harga diskon mkasih ya min,mantap dapat harga diskon terima kasih ya min,"['mantap', 'dapat', 'harga', 'diskon', 'terima', 'kasih', 'ya', 'min']","['mantap', 'harga', 'diskon', 'terima', 'kasih', 'min']","['mantap', 'harga', 'diskon', 'terima', 'kasih', 'min']"
50,tipe kulitku normal tipe kulitku sensitif,tipe kulitku normal tipe kulitku sensitif,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif']"
51,semoga cocok,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']"
52,pengiriman cepet bagusss next order lagiiiii,pengiriman cepat bagus next order lagi,"['pengiriman', 'cepat', 'bagus', 'next', 'order', 'lagi']","['pengiriman', 'cepat', 'bagus', 'next', 'order']","['kirim', 'cepat', 'bagus', 'next', 'order']"
53,masalah kulitku jerawat tipe kulitku sensitif cocok banget,masalah kulitku jerawat tipe kulitku sensitif cocok banget,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['masalah', 'kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'banget']"
54,pesanan yg datang sesuai dan tidak bocor,pesanan yang datang sesuai dan tidak bocor,"['pesanan', 'yang', 'datang', 'sesuai', 'dan', 'tidak', 'bocor']","['pesanan', 'datang', 'sesuai', 'bocor']","['pesan', 'datang', 'sesuai', 'bocor']"
55,recomended thx,recomended thanks,"['recomended', 'thanks']","['recomended', 'thanks']","['recomended', 'thanks']"
56,bagus bgt weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampe malem ada transfer cuma ga heboh,bagus banget weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampai malam ada transfer cuma enggak heboh,"['bagus', 'banget', 'weh', 'sat', 'set', 'tiap', 'pagi', 'buat', 'aku', 'yang', 'super', 'keringetan', 'ini', 'masih', 'awet', 'sampai', 'malam', 'ada', 'transfer', 'cuma', 'enggak', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'tiap', 'pagi', 'buat', 'aku', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'cuma', 'enggak', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'tiap', 'pagi', 'buat', 'aku', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'cuma', 'enggak', 'heboh']"
57,barang bagus pastinya original,barang bagus pastinya original,"['barang', 'bagus', 'pastinya', 'original']","['barang', 'bagus', 'pastinya', 'original']","['barang', 'bagus', 'pasti', 'original']"
58,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,"['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['masalah', 'kulit', 'kerut', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kombinasi']"
59,goooooooddd,good,['good'],['good'],['good']
